Date,Region_Name,Area_Code,Index_SA
2003-11-01,England,E92000001,45
2003-11-01,East of England,E12000006,45.3
2003-11-01,Yorkshire and The Humber,E12000003,46.7
2003-11-01,North East,E12000001,55.3
2003-11-01,East Midlands,E12000004,47.7
2003-11-01,London,E12000007,40.5
2003-11-01,South West,E12000009,47.8
2003-11-01,South East,E12000008,46.6
2003-11-01,North West,E12000002,43.6
2003-11-01,West Midlands Region,E12000005,48.4
2003-11-01,England and Wales,K04000001,45
2003-12-01,England,E92000001,45.7
2003-12-01,Wales,W92000004,45.6
2003-12-01,North West,E12000002,44.9
2003-12-01,South East,E12000008,46.9
2003-12-01,South West,E12000009,48.9
2003-12-01,London,E12000007,40.9
2003-12-01,East Midlands,E12000004,48.2
2003-12-01,West Midlands Region,E12000005,49.4
2003-12-01,Yorkshire and The Humber,E12000003,47.9
2003-12-01,North East,E12000001,55.9
2003-12-01,East of England,E12000006,45.8
2003-12-01,England and Wales,K04000001,45.7
2004-01-01,Wales,W92000004,46.3
2004-01-01,Scotland,S92000003,45.4
2004-01-01,England,E92000001,46.4
2004-01-01,London,E12000007,41.1
2004-01-01,North East,E12000001,58.1
2004-01-01,South West,E12000009,49.6
2004-01-01,East Midlands,E12000004,49.2
2004-01-01,East of England,E12000006,46.5
2004-01-01,South East,E12000008,47.4
2004-01-01,North West,E12000002,45.5
2004-01-01,Yorkshire and The Humber,E12000003,48.3
2004-01-01,West Midlands Region,E12000005,49.8
2004-01-01,England and Wales,K04000001,46.4
2004-01-01,Great Britain,K03000001,47
2004-02-01,Wales,W92000004,47.2
2004-02-01,England,E92000001,46.9
2004-02-01,Scotland,S92000003,46.2
2004-02-01,Yorkshire and The Humber,E12000003,48.8
2004-02-01,West Midlands Region,E12000005,50.5
2004-02-01,London,E12000007,41.6
2004-02-01,South West,E12000009,50.1
2004-02-01,South East,E12000008,48
2004-02-01,North East,E12000001,57.7
2004-02-01,North West,E12000002,46.6
2004-02-01,East Midlands,E12000004,49.8
2004-02-01,East of England,E12000006,47
2004-02-01,England and Wales,K04000001,47
2004-02-01,Great Britain,K03000001,47.7
2004-03-01,England,E92000001,47.6
2004-03-01,Wales,W92000004,48.2
2004-03-01,Scotland,S92000003,46.4
2004-03-01,East of England,E12000006,47.5
2004-03-01,East Midlands,E12000004,50.3
2004-03-01,West Midlands Region,E12000005,51.2
2004-03-01,South West,E12000009,50.7
2004-03-01,North West,E12000002,47.2
2004-03-01,Yorkshire and The Humber,E12000003,50.7
2004-03-01,South East,E12000008,48.4
2004-03-01,North East,E12000001,59.7
2004-03-01,London,E12000007,42
2004-03-01,England and Wales,K04000001,47.6
2004-03-01,Great Britain,K03000001,48.2
2004-04-01,Wales,W92000004,50
2004-04-01,England,E92000001,48.6
2004-04-01,Scotland,S92000003,47
2004-04-01,South West,E12000009,51.7
2004-04-01,Yorkshire and The Humber,E12000003,52.6
2004-04-01,West Midlands Region,E12000005,52.2
2004-04-01,South East,E12000008,48.7
2004-04-01,East Midlands,E12000004,51.4
2004-04-01,East of England,E12000006,48
2004-04-01,North East,E12000001,62.4
2004-04-01,North West,E12000002,49.1
2004-04-01,London,E12000007,42.4
2004-04-01,England and Wales,K04000001,48.7
2004-04-01,Great Britain,K03000001,49.3
2004-05-01,Scotland,S92000003,47.4
2004-05-01,England,E92000001,49.3
2004-05-01,Wales,W92000004,50.3
2004-05-01,London,E12000007,42.5
2004-05-01,East of England,E12000006,48.3
2004-05-01,South East,E12000008,49.3
2004-05-01,South West,E12000009,52.5
2004-05-01,Yorkshire and The Humber,E12000003,53.5
2004-05-01,West Midlands Region,E12000005,52.9
2004-05-01,North West,E12000002,50.4
2004-05-01,North East,E12000001,63.9
2004-05-01,East Midlands,E12000004,52.3
2004-05-01,England and Wales,K04000001,49.4
2004-05-01,Great Britain,K03000001,50
2004-06-01,England,E92000001,50.2
2004-06-01,Wales,W92000004,52.6
2004-06-01,Scotland,S92000003,48.7
2004-06-01,South West,E12000009,53.4
2004-06-01,East Midlands,E12000004,53.3
2004-06-01,East of England,E12000006,49.3
2004-06-01,London,E12000007,43
2004-06-01,West Midlands Region,E12000005,54.3
2004-06-01,South East,E12000008,49.8
2004-06-01,Yorkshire and The Humber,E12000003,54.8
2004-06-01,North West,E12000002,51.8
2004-06-01,North East,E12000001,66.2
2004-06-01,England and Wales,K04000001,50.3
2004-06-01,Great Britain,K03000001,50.9
2004-07-01,Wales,W92000004,53.8
2004-07-01,Scotland,S92000003,49.6
2004-07-01,England,E92000001,50.9
2004-07-01,Yorkshire and The Humber,E12000003,55.7
2004-07-01,West Midlands Region,E12000005,55.3
2004-07-01,East Midlands,E12000004,53.9
2004-07-01,East of England,E12000006,49.6
2004-07-01,London,E12000007,43.3
2004-07-01,North West,E12000002,53.4
2004-07-01,North East,E12000001,67.4
2004-07-01,South East,E12000008,50.2
2004-07-01,South West,E12000009,53.9
2004-07-01,England and Wales,K04000001,51.1
2004-07-01,Great Britain,K03000001,51.6
2004-08-01,England,E92000001,51.5
2004-08-01,Wales,W92000004,54.9
2004-08-01,Scotland,S92000003,50
2004-08-01,West Midlands Region,E12000005,55.8
2004-08-01,London,E12000007,43.5
2004-08-01,South East,E12000008,51
2004-08-01,East of England,E12000006,50.1
2004-08-01,North West,E12000002,53.9
2004-08-01,North East,E12000001,68.4
2004-08-01,South West,E12000009,54.3
2004-08-01,Yorkshire and The Humber,E12000003,56.6
2004-08-01,East Midlands,E12000004,54.6
2004-08-01,England and Wales,K04000001,51.7
2004-08-01,Great Britain,K03000001,52.2
2004-09-01,Wales,W92000004,55
2004-09-01,Scotland,S92000003,50.1
2004-09-01,England,E92000001,51.9
2004-09-01,Yorkshire and The Humber,E12000003,57.7
2004-09-01,West Midlands Region,E12000005,56.2
2004-09-01,North West,E12000002,54.7
2004-09-01,East Midlands,E12000004,55.6
2004-09-01,East of England,E12000006,50.6
2004-09-01,North East,E12000001,68.9
2004-09-01,South East,E12000008,50.9
2004-09-01,London,E12000007,43.7
2004-09-01,South West,E12000009,55
2004-09-01,England and Wales,K04000001,52.1
2004-09-01,Great Britain,K03000001,52.6
2004-10-01,Scotland,S92000003,51.5
2004-10-01,England,E92000001,52.2
2004-10-01,Wales,W92000004,55.9
2004-10-01,East of England,E12000006,50.8
2004-10-01,London,E12000007,43.5
2004-10-01,South East,E12000008,51.1
2004-10-01,North East,E12000001,69.9
2004-10-01,North West,E12000002,55.4
2004-10-01,East Midlands,E12000004,55.5
2004-10-01,Yorkshire and The Humber,E12000003,58
2004-10-01,West Midlands Region,E12000005,56.8
2004-10-01,South West,E12000009,55
2004-10-01,England and Wales,K04000001,52.4
2004-10-01,Great Britain,K03000001,53.1
2004-11-01,England,E92000001,52.6
2004-11-01,Wales,W92000004,56.7
2004-11-01,Scotland,S92000003,52.1
2004-11-01,South West,E12000009,55.6
2004-11-01,London,E12000007,44.2
2004-11-01,North West,E12000002,56.1
2004-11-01,East of England,E12000006,51
2004-11-01,North East,E12000001,68.3
2004-11-01,Yorkshire and The Humber,E12000003,58.4
2004-11-01,South East,E12000008,51.6
2004-11-01,East Midlands,E12000004,56.2
2004-11-01,West Midlands Region,E12000005,57
2004-11-01,England and Wales,K04000001,52.9
2004-11-01,Great Britain,K03000001,53.6
2004-12-01,Scotland,S92000003,53.2
2004-12-01,England,E92000001,52.5
2004-12-01,Wales,W92000004,57
2004-12-01,South East,E12000008,51.3
2004-12-01,West Midlands Region,E12000005,57.1
2004-12-01,Yorkshire and The Humber,E12000003,59.2
2004-12-01,North East,E12000001,71
2004-12-01,South West,E12000009,55.2
2004-12-01,North West,E12000002,56.1
2004-12-01,London,E12000007,43.4
2004-12-01,East Midlands,E12000004,56.2
2004-12-01,East of England,E12000006,50.8
2004-12-01,England and Wales,K04000001,52.8
2004-12-01,Great Britain,K03000001,53.5
2005-01-01,Wales,W92000004,58
2005-01-01,England,E92000001,52.6
2005-01-01,Scotland,S92000003,53.2
2005-01-01,Yorkshire and The Humber,E12000003,59.4
2005-01-01,West Midlands Region,E12000005,56.8
2005-01-01,South East,E12000008,50.9
2005-01-01,South West,E12000009,55
2005-01-01,North East,E12000001,71.1
2005-01-01,North West,E12000002,56.6
2005-01-01,East Midlands,E12000004,55.8
2005-01-01,East of England,E12000006,51.1
2005-01-01,London,E12000007,43.7
2005-01-01,England and Wales,K04000001,52.9
2005-01-01,Great Britain,K03000001,53.4
2005-01-01,United Kingdom,K02000001,53.5
2005-02-01,Scotland,S92000003,54.3
2005-02-01,England,E92000001,52.9
2005-02-01,Wales,W92000004,57
2005-02-01,Yorkshire and The Humber,E12000003,60.3
2005-02-01,West Midlands Region,E12000005,57.6
2005-02-01,South West,E12000009,55.7
2005-02-01,South East,E12000008,51.5
2005-02-01,North East,E12000001,71.8
2005-02-01,North West,E12000002,56.4
2005-02-01,London,E12000007,43.8
2005-02-01,East Midlands,E12000004,56.6
2005-02-01,East of England,E12000006,50.9
2005-02-01,England and Wales,K04000001,53.2
2005-02-01,Great Britain,K03000001,53.8
2005-02-01,United Kingdom,K02000001,53.7
2005-03-01,England,E92000001,53.2
2005-03-01,Scotland,S92000003,54.7
2005-03-01,Wales,W92000004,58.3
2005-03-01,East of England,E12000006,51
2005-03-01,East Midlands,E12000004,56.7
2005-03-01,Yorkshire and The Humber,E12000003,61
2005-03-01,West Midlands Region,E12000005,57.7
2005-03-01,South West,E12000009,55.4
2005-03-01,South East,E12000008,51.6
2005-03-01,North East,E12000001,72.3
2005-03-01,North West,E12000002,58
2005-03-01,London,E12000007,43.9
2005-03-01,England and Wales,K04000001,53.5
2005-03-01,Great Britain,K03000001,54.1
2005-03-01,United Kingdom,K02000001,54.1
2005-04-01,Scotland,S92000003,55.7
2005-04-01,Wales,W92000004,58.3
2005-04-01,England,E92000001,53.2
2005-04-01,South East,E12000008,51.7
2005-04-01,North West,E12000002,57.9
2005-04-01,North East,E12000001,72.5
2005-04-01,Yorkshire and The Humber,E12000003,60.2
2005-04-01,East Midlands,E12000004,56.9
2005-04-01,East of England,E12000006,50.7
2005-04-01,West Midlands Region,E12000005,57.8
2005-04-01,London,E12000007,44.2
2005-04-01,South West,E12000009,55.4
2005-04-01,England and Wales,K04000001,53.5
2005-04-01,Great Britain,K03000001,54.1
2005-04-01,United Kingdom,K02000001,54.2
2005-05-01,England,E92000001,53.5
2005-05-01,Scotland,S92000003,55.8
2005-05-01,Wales,W92000004,58.9
2005-05-01,East of England,E12000006,51.3
2005-05-01,North West,E12000002,58.7
2005-05-01,West Midlands Region,E12000005,57.8
2005-05-01,Yorkshire and The Humber,E12000003,61.2
2005-05-01,South East,E12000008,51.6
2005-05-01,South West,E12000009,55.4
2005-05-01,North East,E12000001,73.2
2005-05-01,London,E12000007,44.1
2005-05-01,East Midlands,E12000004,57.1
2005-05-01,England and Wales,K04000001,53.8
2005-05-01,Great Britain,K03000001,54.5
2005-05-01,United Kingdom,K02000001,54.5
2005-06-01,Wales,W92000004,58.8
2005-06-01,Scotland,S92000003,57
2005-06-01,England,E92000001,53.6
2005-06-01,East Midlands,E12000004,56.8
2005-06-01,East of England,E12000006,51.7
2005-06-01,Yorkshire and The Humber,E12000003,61.5
2005-06-01,South East,E12000008,51.6
2005-06-01,South West,E12000009,55.3
2005-06-01,West Midlands Region,E12000005,58.3
2005-06-01,North West,E12000002,59.2
2005-06-01,North East,E12000001,73.6
2005-06-01,London,E12000007,44.1
2005-06-01,England and Wales,K04000001,53.9
2005-06-01,Great Britain,K03000001,54.6
2005-06-01,United Kingdom,K02000001,54.7
2005-07-01,Scotland,S92000003,58
2005-07-01,England,E92000001,53.8
2005-07-01,Wales,W92000004,60
2005-07-01,North East,E12000001,74.4
2005-07-01,South East,E12000008,51.6
2005-07-01,Yorkshire and The Humber,E12000003,62
2005-07-01,South West,E12000009,55.6
2005-07-01,West Midlands Region,E12000005,58.8
2005-07-01,London,E12000007,43.9
2005-07-01,North West,E12000002,59.5
2005-07-01,East Midlands,E12000004,57
2005-07-01,East of England,E12000006,51.5
2005-07-01,England and Wales,K04000001,54.1
2005-07-01,Great Britain,K03000001,54.8
2005-07-01,United Kingdom,K02000001,55
2005-08-01,Scotland,S92000003,58.3
2005-08-01,Wales,W92000004,59.9
2005-08-01,England,E92000001,54
2005-08-01,Yorkshire and The Humber,E12000003,62.4
2005-08-01,North East,E12000001,75.5
2005-08-01,London,E12000007,44
2005-08-01,East Midlands,E12000004,57.1
2005-08-01,East of England,E12000006,51.3
2005-08-01,West Midlands Region,E12000005,58.8
2005-08-01,South West,E12000009,55.6
2005-08-01,South East,E12000008,51.7
2005-08-01,North West,E12000002,60
2005-08-01,England and Wales,K04000001,54.3
2005-08-01,Great Britain,K03000001,55
2005-08-01,United Kingdom,K02000001,55.2
2005-09-01,England,E92000001,54.1
2005-09-01,Wales,W92000004,60.5
2005-09-01,Scotland,S92000003,59.3
2005-09-01,South West,E12000009,55.7
2005-09-01,North East,E12000001,75.6
2005-09-01,North West,E12000002,60.5
2005-09-01,London,E12000007,44.1
2005-09-01,East Midlands,E12000004,57.4
2005-09-01,East of England,E12000006,51.7
2005-09-01,Yorkshire and The Humber,E12000003,62.9
2005-09-01,West Midlands Region,E12000005,58.8
2005-09-01,South East,E12000008,51.7
2005-09-01,England and Wales,K04000001,54.5
2005-09-01,Great Britain,K03000001,55.2
2005-09-01,United Kingdom,K02000001,55.4
2005-10-01,Scotland,S92000003,59.5
2005-10-01,England,E92000001,54.3
2005-10-01,Wales,W92000004,60.8
2005-10-01,East Midlands,E12000004,57.8
2005-10-01,East of England,E12000006,51.6
2005-10-01,North West,E12000002,60.7
2005-10-01,South East,E12000008,51.5
2005-10-01,South West,E12000009,55.9
2005-10-01,Yorkshire and The Humber,E12000003,63.4
2005-10-01,West Midlands Region,E12000005,58.9
2005-10-01,North East,E12000001,75.9
2005-10-01,London,E12000007,43.9
2005-10-01,England and Wales,K04000001,54.6
2005-10-01,Great Britain,K03000001,55.4
2005-10-01,United Kingdom,K02000001,55.6
2005-11-01,Wales,W92000004,60.4
2005-11-01,Scotland,S92000003,59.8
2005-11-01,England,E92000001,54.6
2005-11-01,South West,E12000009,56
2005-11-01,Yorkshire and The Humber,E12000003,63.7
2005-11-01,North East,E12000001,76.8
2005-11-01,North West,E12000002,61
2005-11-01,London,E12000007,44.6
2005-11-01,East Midlands,E12000004,57.9
2005-11-01,South East,E12000008,51.8
2005-11-01,East of England,E12000006,51.7
2005-11-01,West Midlands Region,E12000005,59.5
2005-11-01,England and Wales,K04000001,54.9
2005-11-01,Great Britain,K03000001,55.8
2005-11-01,United Kingdom,K02000001,56
2005-12-01,Wales,W92000004,60.5
2005-12-01,Scotland,S92000003,60.8
2005-12-01,England,E92000001,54.9
2005-12-01,North West,E12000002,61.9
2005-12-01,South West,E12000009,56.5
2005-12-01,Yorkshire and The Humber,E12000003,64
2005-12-01,West Midlands Region,E12000005,59.6
2005-12-01,South East,E12000008,52.1
2005-12-01,East Midlands,E12000004,58
2005-12-01,East of England,E12000006,52.1
2005-12-01,London,E12000007,44.9
2005-12-01,North East,E12000001,77.1
2005-12-01,England and Wales,K04000001,55.2
2005-12-01,Great Britain,K03000001,56
2005-12-01,United Kingdom,K02000001,56.3
2006-01-01,Scotland,S92000003,61.5
2006-01-01,England,E92000001,55.3
2006-01-01,Wales,W92000004,61
2006-01-01,South East,E12000008,52.4
2006-01-01,North East,E12000001,78.4
2006-01-01,North West,E12000002,61.9
2006-01-01,London,E12000007,45.1
2006-01-01,Yorkshire and The Humber,E12000003,64.9
2006-01-01,East Midlands,E12000004,58
2006-01-01,West Midlands Region,E12000005,59.9
2006-01-01,East of England,E12000006,52.2
2006-01-01,South West,E12000009,56.7
2006-01-01,England and Wales,K04000001,55.6
2006-01-01,Great Britain,K03000001,56.6
2006-01-01,United Kingdom,K02000001,56.8
2006-02-01,England,E92000001,55.7
2006-02-01,Scotland,S92000003,61.9
2006-02-01,Wales,W92000004,62.1
2006-02-01,West Midlands Region,E12000005,60.5
2006-02-01,North West,E12000002,63
2006-02-01,Yorkshire and The Humber,E12000003,65.5
2006-02-01,South East,E12000008,52.9
2006-02-01,London,E12000007,45.3
2006-02-01,East Midlands,E12000004,58.3
2006-02-01,East of England,E12000006,52.6
2006-02-01,North East,E12000001,78.4
2006-02-01,South West,E12000009,57.1
2006-02-01,England and Wales,K04000001,56
2006-02-01,Great Britain,K03000001,57
2006-02-01,United Kingdom,K02000001,57.2
2006-03-01,England,E92000001,56
2006-03-01,Scotland,S92000003,62.7
2006-03-01,Wales,W92000004,63.7
2006-03-01,London,E12000007,45.8
2006-03-01,East of England,E12000006,53.1
2006-03-01,Yorkshire and The Humber,E12000003,66
2006-03-01,West Midlands Region,E12000005,60.6
2006-03-01,East Midlands,E12000004,58.7
2006-03-01,South West,E12000009,57.6
2006-03-01,South East,E12000008,53.3
2006-03-01,North East,E12000001,79.4
2006-03-01,North West,E12000002,62.9
2006-03-01,England and Wales,K04000001,56.4
2006-03-01,Great Britain,K03000001,57.4
2006-03-01,United Kingdom,K02000001,57.6
2006-04-01,Scotland,S92000003,63.1
2006-04-01,Wales,W92000004,62.6
2006-04-01,England,E92000001,56.5
2006-04-01,South East,E12000008,53.6
2006-04-01,North West,E12000002,63.8
2006-04-01,South West,E12000009,58
2006-04-01,North East,E12000001,79.2
2006-04-01,London,E12000007,46.1
2006-04-01,East Midlands,E12000004,59.4
2006-04-01,Yorkshire and The Humber,E12000003,66.4
2006-04-01,West Midlands Region,E12000005,60.7
2006-04-01,East of England,E12000006,53.5
2006-04-01,England and Wales,K04000001,56.8
2006-04-01,Great Britain,K03000001,57.8
2006-04-01,United Kingdom,K02000001,58.2
2006-05-01,England,E92000001,56.7
2006-05-01,Scotland,S92000003,64
2006-05-01,Wales,W92000004,62.8
2006-05-01,East Midlands,E12000004,59.2
2006-05-01,East of England,E12000006,53.6
2006-05-01,West Midlands Region,E12000005,61.8
2006-05-01,South East,E12000008,54
2006-05-01,South West,E12000009,58.2
2006-05-01,North West,E12000002,63.7
2006-05-01,North East,E12000001,79.3
2006-05-01,London,E12000007,46.3
2006-05-01,Yorkshire and The Humber,E12000003,66.2
2006-05-01,England and Wales,K04000001,57
2006-05-01,Great Britain,K03000001,58.1
2006-05-01,United Kingdom,K02000001,58.4
2006-06-01,Wales,W92000004,63.9
2006-06-01,England,E92000001,57
2006-06-01,Scotland,S92000003,63.8
2006-06-01,East Midlands,E12000004,59.5
2006-06-01,East of England,E12000006,53.8
2006-06-01,South East,E12000008,54.3
2006-06-01,South West,E12000009,58.7
2006-06-01,North East,E12000001,80
2006-06-01,North West,E12000002,64.2
2006-06-01,London,E12000007,47.1
2006-06-01,West Midlands Region,E12000005,61.2
2006-06-01,Yorkshire and The Humber,E12000003,66.6
2006-06-01,England and Wales,K04000001,57.3
2006-06-01,Great Britain,K03000001,58.4
2006-06-01,United Kingdom,K02000001,58.7
2006-07-01,Wales,W92000004,63.7
2006-07-01,Scotland,S92000003,65
2006-07-01,England,E92000001,57.2
2006-07-01,South East,E12000008,54.6
2006-07-01,South West,E12000009,58.9
2006-07-01,East of England,E12000006,54.3
2006-07-01,East Midlands,E12000004,60
2006-07-01,Yorkshire and The Humber,E12000003,67.1
2006-07-01,North East,E12000001,80.1
2006-07-01,London,E12000007,46.8
2006-07-01,North West,E12000002,64.5
2006-07-01,West Midlands Region,E12000005,61.1
2006-07-01,England and Wales,K04000001,57.6
2006-07-01,Great Britain,K03000001,58.7
2006-07-01,United Kingdom,K02000001,59.1
2006-08-01,England,E92000001,57.6
2006-08-01,Wales,W92000004,63.8
2006-08-01,Scotland,S92000003,66.1
2006-08-01,East Midlands,E12000004,60.1
2006-08-01,London,E12000007,47.5
2006-08-01,North West,E12000002,64.6
2006-08-01,South East,E12000008,54.8
2006-08-01,South West,E12000009,59.6
2006-08-01,North East,E12000001,79.9
2006-08-01,West Midlands Region,E12000005,61.8
2006-08-01,Yorkshire and The Humber,E12000003,67.7
2006-08-01,East of England,E12000006,54.7
2006-08-01,England and Wales,K04000001,58
2006-08-01,Great Britain,K03000001,59.1
2006-08-01,United Kingdom,K02000001,59.5
2006-09-01,England,E92000001,58.1
2006-09-01,Wales,W92000004,64.5
2006-09-01,Scotland,S92000003,68.1
2006-09-01,East of England,E12000006,54.9
2006-09-01,North East,E12000001,82
2006-09-01,South East,E12000008,55.2
2006-09-01,London,E12000007,47.9
2006-09-01,North West,E12000002,65.6
2006-09-01,West Midlands Region,E12000005,62.4
2006-09-01,Yorkshire and The Humber,E12000003,68.2
2006-09-01,South West,E12000009,59.7
2006-09-01,East Midlands,E12000004,60.2
2006-09-01,England and Wales,K04000001,58.4
2006-09-01,Great Britain,K03000001,59.6
2006-09-01,United Kingdom,K02000001,60.1
2006-10-01,England,E92000001,58.6
2006-10-01,Wales,W92000004,64.5
2006-10-01,Scotland,S92000003,67
2006-10-01,London,E12000007,48.6
2006-10-01,West Midlands Region,E12000005,62.5
2006-10-01,Yorkshire and The Humber,E12000003,68.8
2006-10-01,South West,E12000009,60.6
2006-10-01,North West,E12000002,65.9
2006-10-01,South East,E12000008,55.4
2006-10-01,East Midlands,E12000004,60.7
2006-10-01,North East,E12000001,82.3
2006-10-01,East of England,E12000006,55.6
2006-10-01,England and Wales,K04000001,58.9
2006-10-01,Great Britain,K03000001,60.1
2006-10-01,United Kingdom,K02000001,60.8
2006-11-01,Scotland,S92000003,68.6
2006-11-01,England,E92000001,59
2006-11-01,Wales,W92000004,65.5
2006-11-01,North East,E12000001,81.5
2006-11-01,South East,E12000008,55.9
2006-11-01,Yorkshire and The Humber,E12000003,69.5
2006-11-01,East Midlands,E12000004,61
2006-11-01,East of England,E12000006,55.9
2006-11-01,West Midlands Region,E12000005,63.1
2006-11-01,South West,E12000009,61.1
2006-11-01,North West,E12000002,66.6
2006-11-01,London,E12000007,48.8
2006-11-01,England and Wales,K04000001,59.3
2006-11-01,Great Britain,K03000001,60.6
2006-11-01,United Kingdom,K02000001,61.4
2006-12-01,Wales,W92000004,66.4
2006-12-01,Scotland,S92000003,70.2
2006-12-01,England,E92000001,59.8
2006-12-01,North East,E12000001,84.1
2006-12-01,North West,E12000002,67.1
2006-12-01,South West,E12000009,61.8
2006-12-01,Yorkshire and The Humber,E12000003,70.2
2006-12-01,West Midlands Region,E12000005,63.3
2006-12-01,East of England,E12000006,56.6
2006-12-01,East Midlands,E12000004,61.8
2006-12-01,London,E12000007,49.9
2006-12-01,South East,E12000008,56.9
2006-12-01,England and Wales,K04000001,60.1
2006-12-01,Great Britain,K03000001,61.4
2006-12-01,United Kingdom,K02000001,62.1
2007-01-01,Wales,W92000004,65.8
2007-01-01,Scotland,S92000003,70.9
2007-01-01,England,E92000001,60.3
2007-01-01,West Midlands Region,E12000005,63.8
2007-01-01,London,E12000007,50.3
2007-01-01,North East,E12000001,84.4
2007-01-01,North West,E12000002,67.9
2007-01-01,East of England,E12000006,56.8
2007-01-01,Yorkshire and The Humber,E12000003,70.8
2007-01-01,East Midlands,E12000004,62.6
2007-01-01,South West,E12000009,61.9
2007-01-01,South East,E12000008,57.3
2007-01-01,England and Wales,K04000001,60.6
2007-01-01,Great Britain,K03000001,61.8
2007-01-01,United Kingdom,K02000001,62.8
2007-02-01,Scotland,S92000003,71.1
2007-02-01,England,E92000001,60.8
2007-02-01,Wales,W92000004,67.4
2007-02-01,North West,E12000002,68.5
2007-02-01,North East,E12000001,84.5
2007-02-01,South West,E12000009,62.8
2007-02-01,London,E12000007,51.3
2007-02-01,East Midlands,E12000004,62.9
2007-02-01,East of England,E12000006,57.3
2007-02-01,West Midlands Region,E12000005,64.1
2007-02-01,Yorkshire and The Humber,E12000003,70.9
2007-02-01,South East,E12000008,57.6
2007-02-01,England and Wales,K04000001,61.1
2007-02-01,Great Britain,K03000001,62.4
2007-02-01,United Kingdom,K02000001,63.3
2007-03-01,Wales,W92000004,67.4
2007-03-01,Scotland,S92000003,72.2
2007-03-01,England,E92000001,61.2
2007-03-01,North East,E12000001,84.6
2007-03-01,South East,E12000008,58.2
2007-03-01,London,E12000007,51.8
2007-03-01,North West,E12000002,69.1
2007-03-01,South West,E12000009,63.3
2007-03-01,Yorkshire and The Humber,E12000003,71.5
2007-03-01,West Midlands Region,E12000005,64.6
2007-03-01,East Midlands,E12000004,63.2
2007-03-01,East of England,E12000006,57.9
2007-03-01,England and Wales,K04000001,61.5
2007-03-01,Great Britain,K03000001,62.8
2007-03-01,United Kingdom,K02000001,63.8
2007-04-01,Wales,W92000004,67.6
2007-04-01,Scotland,S92000003,73.8
2007-04-01,England,E92000001,61.6
2007-04-01,North East,E12000001,84.9
2007-04-01,East Midlands,E12000004,63.1
2007-04-01,East of England,E12000006,58.1
2007-04-01,London,E12000007,52.4
2007-04-01,South West,E12000009,63.4
2007-04-01,West Midlands Region,E12000005,65.3
2007-04-01,North West,E12000002,68.8
2007-04-01,South East,E12000008,59
2007-04-01,Yorkshire and The Humber,E12000003,72
2007-04-01,England and Wales,K04000001,62
2007-04-01,Great Britain,K03000001,63.3
2007-04-01,United Kingdom,K02000001,64.2
2007-05-01,England,E92000001,62
2007-05-01,Wales,W92000004,67.7
2007-05-01,Scotland,S92000003,74.8
2007-05-01,London,E12000007,52.9
2007-05-01,West Midlands Region,E12000005,65
2007-05-01,Yorkshire and The Humber,E12000003,72.5
2007-05-01,North East,E12000001,84.8
2007-05-01,North West,E12000002,69.1
2007-05-01,East Midlands,E12000004,63.1
2007-05-01,East of England,E12000006,58.3
2007-05-01,South East,E12000008,59.6
2007-05-01,South West,E12000009,64.1
2007-05-01,England and Wales,K04000001,62.3
2007-05-01,Great Britain,K03000001,63.7
2007-05-01,United Kingdom,K02000001,64.6
2007-06-01,Wales,W92000004,68
2007-06-01,England,E92000001,62.4
2007-06-01,Scotland,S92000003,75.6
2007-06-01,West Midlands Region,E12000005,64.9
2007-06-01,South East,E12000008,60.1
2007-06-01,South West,E12000009,64.3
2007-06-01,Yorkshire and The Humber,E12000003,72.9
2007-06-01,North West,E12000002,69.6
2007-06-01,North East,E12000001,85.3
2007-06-01,East Midlands,E12000004,63.4
2007-06-01,East of England,E12000006,59.5
2007-06-01,London,E12000007,53.6
2007-06-01,England and Wales,K04000001,62.7
2007-06-01,Great Britain,K03000001,64.1
2007-06-01,United Kingdom,K02000001,65
2007-07-01,Wales,W92000004,67.9
2007-07-01,England,E92000001,62.8
2007-07-01,Scotland,S92000003,75.4
2007-07-01,Yorkshire and The Humber,E12000003,72.5
2007-07-01,South West,E12000009,64.7
2007-07-01,North East,E12000001,86.1
2007-07-01,North West,E12000002,69.6
2007-07-01,West Midlands Region,E12000005,65.2
2007-07-01,London,E12000007,54.5
2007-07-01,South East,E12000008,60.8
2007-07-01,East Midlands,E12000004,63.5
2007-07-01,East of England,E12000006,59.4
2007-07-01,England and Wales,K04000001,63.1
2007-07-01,Great Britain,K03000001,64.5
2007-07-01,United Kingdom,K02000001,65.3
2007-08-01,England,E92000001,63.1
2007-08-01,Wales,W92000004,68.6
2007-08-01,Scotland,S92000003,76.5
2007-08-01,Yorkshire and The Humber,E12000003,72.5
2007-08-01,South West,E12000009,65.1
2007-08-01,West Midlands Region,E12000005,65.7
2007-08-01,East Midlands,E12000004,63.8
2007-08-01,East of England,E12000006,59.8
2007-08-01,South East,E12000008,60.8
2007-08-01,North East,E12000001,85.2
2007-08-01,North West,E12000002,70
2007-08-01,London,E12000007,55.2
2007-08-01,England and Wales,K04000001,63.4
2007-08-01,Great Britain,K03000001,64.8
2007-08-01,United Kingdom,K02000001,65.7
2007-09-01,England,E92000001,63.4
2007-09-01,Wales,W92000004,68.6
2007-09-01,Scotland,S92000003,76.8
2007-09-01,East of England,E12000006,60.2
2007-09-01,East Midlands,E12000004,64.7
