Date,Region_Name,Area_Code,Index_SA
2011-04-01,North West,E12000002,60.8
2011-04-01,North East,E12000001,75
2011-04-01,East Midlands,E12000004,56.1
2011-04-01,East of England,E12000006,55.1
2011-04-01,England and Wales,K04000001,58.1
2011-04-01,Great Britain,K03000001,59.1
2011-04-01,United Kingdom,K02000001,59.3
2011-05-01,England,E92000001,57.5
2011-05-01,Scotland,S92000003,70.3
2011-05-01,Wales,W92000004,59.3
2011-05-01,West Midlands Region,E12000005,58.5
2011-05-01,East Midlands,E12000004,56.1
2011-05-01,East of England,E12000006,55
2011-05-01,North West,E12000002,60.4
2011-05-01,North East,E12000001,75
2011-05-01,London,E12000007,53.2
2011-05-01,Yorkshire and The Humber,E12000003,64.6
2011-05-01,South East,E12000008,56.8
2011-05-01,South West,E12000009,58.5
2011-05-01,England and Wales,K04000001,57.6
2011-05-01,Great Britain,K03000001,58.6
2011-05-01,United Kingdom,K02000001,58.8
2011-06-01,Scotland,S92000003,70.2
2011-06-01,Wales,W92000004,59.3
2011-06-01,England,E92000001,57.3
2011-06-01,West Midlands Region,E12000005,58.2
2011-06-01,South West,E12000009,58.7
2011-06-01,South East,E12000008,56.8
2011-06-01,Yorkshire and The Humber,E12000003,63.7
2011-06-01,London,E12000007,53.6
2011-06-01,North West,E12000002,59.8
2011-06-01,East Midlands,E12000004,55.9
2011-06-01,East of England,E12000006,55
2011-06-01,North East,E12000001,74.1
2011-06-01,England and Wales,K04000001,57.4
2011-06-01,Great Britain,K03000001,58.4
2011-06-01,United Kingdom,K02000001,58.6
2011-07-01,England,E92000001,57.5
2011-07-01,Scotland,S92000003,70.9
2011-07-01,Wales,W92000004,59.2
2011-07-01,South West,E12000009,58.8
2011-07-01,West Midlands Region,E12000005,58.2
2011-07-01,South East,E12000008,57
2011-07-01,North West,E12000002,60.5
2011-07-01,London,E12000007,54.3
2011-07-01,Yorkshire and The Humber,E12000003,63.6
2011-07-01,East Midlands,E12000004,56.4
2011-07-01,East of England,E12000006,55
2011-07-01,North East,E12000001,73.1
2011-07-01,England and Wales,K04000001,57.6
2011-07-01,Great Britain,K03000001,58.6
2011-07-01,United Kingdom,K02000001,58.8
2011-08-01,Wales,W92000004,59.5
2011-08-01,England,E92000001,57.4
2011-08-01,Scotland,S92000003,70.9
2011-08-01,Yorkshire and The Humber,E12000003,63.9
2011-08-01,West Midlands Region,E12000005,58
2011-08-01,East Midlands,E12000004,56.4
2011-08-01,North West,E12000002,60.5
2011-08-01,East of England,E12000006,55.2
2011-08-01,London,E12000007,54.4
2011-08-01,South East,E12000008,56.5
2011-08-01,South West,E12000009,58.9
2011-08-01,North East,E12000001,71.7
2011-08-01,England and Wales,K04000001,57.6
2011-08-01,Great Britain,K03000001,58.6
2011-08-01,United Kingdom,K02000001,58.8
2011-09-01,Scotland,S92000003,71
2011-09-01,Wales,W92000004,60.1
2011-09-01,England,E92000001,57.4
2011-09-01,North East,E12000001,72.6
2011-09-01,East Midlands,E12000004,56.3
2011-09-01,East of England,E12000006,55
2011-09-01,West Midlands Region,E12000005,58.7
2011-09-01,London,E12000007,54.6
2011-09-01,Yorkshire and The Humber,E12000003,64
2011-09-01,South East,E12000008,56.6
2011-09-01,South West,E12000009,58.3
2011-09-01,North West,E12000002,60.4
2011-09-01,England and Wales,K04000001,57.6
2011-09-01,Great Britain,K03000001,58.6
2011-09-01,United Kingdom,K02000001,58.9
2011-10-01,Wales,W92000004,59.3
2011-10-01,Scotland,S92000003,69.9
2011-10-01,England,E92000001,57.4
2011-10-01,West Midlands Region,E12000005,57.9
2011-10-01,North West,E12000002,60.5
2011-10-01,East Midlands,E12000004,55.8
2011-10-01,East of England,E12000006,55.1
2011-10-01,South East,E12000008,56.5
2011-10-01,Yorkshire and The Humber,E12000003,63.5
2011-10-01,North East,E12000001,72.8
2011-10-01,London,E12000007,54.7
2011-10-01,South West,E12000009,58.7
2011-10-01,England and Wales,K04000001,57.6
2011-10-01,Great Britain,K03000001,58.5
2011-10-01,United Kingdom,K02000001,58.7
2011-11-01,Scotland,S92000003,69.8
2011-11-01,England,E92000001,57.6
2011-11-01,Wales,W92000004,60.1
2011-11-01,North East,E12000001,73.1
2011-11-01,South East,E12000008,57
2011-11-01,North West,E12000002,59.9
2011-11-01,London,E12000007,55.1
2011-11-01,East Midlands,E12000004,56.1
2011-11-01,East of England,E12000006,55.5
2011-11-01,Yorkshire and The Humber,E12000003,63.7
2011-11-01,West Midlands Region,E12000005,58.4
2011-11-01,South West,E12000009,58.8
2011-11-01,England and Wales,K04000001,57.7
2011-11-01,Great Britain,K03000001,58.7
2011-11-01,United Kingdom,K02000001,58.9
2011-12-01,Scotland,S92000003,69.5
2011-12-01,England,E92000001,57.6
2011-12-01,Wales,W92000004,59.4
2011-12-01,South West,E12000009,58.8
2011-12-01,South East,E12000008,57
2011-12-01,West Midlands Region,E12000005,57.5
2011-12-01,London,E12000007,55.1
2011-12-01,East Midlands,E12000004,56.5
2011-12-01,East of England,E12000006,55.6
2011-12-01,North West,E12000002,59.9
2011-12-01,North East,E12000001,72.7
2011-12-01,Yorkshire and The Humber,E12000003,63.5
2011-12-01,England and Wales,K04000001,57.7
2011-12-01,Great Britain,K03000001,58.6
2011-12-01,United Kingdom,K02000001,58.8
2012-01-01,Scotland,S92000003,69.5
2012-01-01,England,E92000001,57.8
2012-01-01,Wales,W92000004,59.6
2012-01-01,South East,E12000008,56.7
2012-01-01,Yorkshire and The Humber,E12000003,63.5
2012-01-01,North West,E12000002,59.7
2012-01-01,West Midlands Region,E12000005,58.7
2012-01-01,East of England,E12000006,55.9
2012-01-01,East Midlands,E12000004,56.4
2012-01-01,South West,E12000009,59.4
2012-01-01,London,E12000007,55.4
2012-01-01,North East,E12000001,72.4
2012-01-01,England and Wales,K04000001,57.9
2012-01-01,Great Britain,K03000001,58.8
2012-01-01,United Kingdom,K02000001,58.9
2012-02-01,Wales,W92000004,59.6
2012-02-01,England,E92000001,57.9
2012-02-01,Scotland,S92000003,69.1
2012-02-01,East Midlands,E12000004,56.2
2012-02-01,East of England,E12000006,55.8
2012-02-01,Yorkshire and The Humber,E12000003,63.5
2012-02-01,West Midlands Region,E12000005,58.3
2012-02-01,South West,E12000009,59.5
2012-02-01,South East,E12000008,57.3
2012-02-01,North East,E12000001,73
2012-02-01,North West,E12000002,60.2
2012-02-01,London,E12000007,55.6
2012-02-01,England and Wales,K04000001,58
2012-02-01,Great Britain,K03000001,58.8
2012-02-01,United Kingdom,K02000001,58.9
2012-03-01,England,E92000001,58.1
2012-03-01,Scotland,S92000003,70.2
2012-03-01,Wales,W92000004,59.8
2012-03-01,North East,E12000001,74
2012-03-01,North West,E12000002,61.2
2012-03-01,London,E12000007,55.5
2012-03-01,East of England,E12000006,55.7
2012-03-01,East Midlands,E12000004,56.6
2012-03-01,South West,E12000009,59.2
2012-03-01,Yorkshire and The Humber,E12000003,64.1
2012-03-01,West Midlands Region,E12000005,58.9
2012-03-01,South East,E12000008,57.6
2012-03-01,England and Wales,K04000001,58.2
2012-03-01,Great Britain,K03000001,59
2012-03-01,United Kingdom,K02000001,59.1
2012-04-01,England,E92000001,58.2
2012-04-01,Scotland,S92000003,68.6
2012-04-01,Wales,W92000004,59.6
2012-04-01,London,E12000007,56.2
2012-04-01,East of England,E12000006,56.1
2012-04-01,East Midlands,E12000004,56.8
2012-04-01,Yorkshire and The Humber,E12000003,63.5
2012-04-01,West Midlands Region,E12000005,58.3
2012-04-01,South West,E12000009,59.4
2012-04-01,South East,E12000008,58.3
2012-04-01,North West,E12000002,60.3
2012-04-01,North East,E12000001,72.8
2012-04-01,England and Wales,K04000001,58.3
2012-04-01,Great Britain,K03000001,59.1
2012-04-01,United Kingdom,K02000001,59.2
2012-05-01,England,E92000001,58.2
2012-05-01,Scotland,S92000003,68.6
2012-05-01,Wales,W92000004,59.5
2012-05-01,North West,E12000002,59.8
2012-05-01,London,E12000007,56.8
2012-05-01,East of England,E12000006,56.2
2012-05-01,Yorkshire and The Humber,E12000003,63.5
2012-05-01,East Midlands,E12000004,56.4
2012-05-01,West Midlands Region,E12000005,57.9
2012-05-01,South West,E12000009,59.4
2012-05-01,South East,E12000008,58.1
2012-05-01,North East,E12000001,72.4
2012-05-01,England and Wales,K04000001,58.4
2012-05-01,Great Britain,K03000001,59.1
2012-05-01,United Kingdom,K02000001,59.2
2012-06-01,Scotland,S92000003,68.8
2012-06-01,England,E92000001,58.5
2012-06-01,Wales,W92000004,60
2012-06-01,South West,E12000009,59.5
2012-06-01,Yorkshire and The Humber,E12000003,64.1
2012-06-01,West Midlands Region,E12000005,58.9
2012-06-01,East Midlands,E12000004,56.7
2012-06-01,London,E12000007,57.5
2012-06-01,East of England,E12000006,56.3
2012-06-01,North West,E12000002,60.4
2012-06-01,North East,E12000001,72.7
2012-06-01,South East,E12000008,58.1
2012-06-01,England and Wales,K04000001,58.7
2012-06-01,Great Britain,K03000001,59.4
2012-06-01,United Kingdom,K02000001,59.5
2012-07-01,Wales,W92000004,59.6
2012-07-01,England,E92000001,58.3
2012-07-01,Scotland,S92000003,67.8
2012-07-01,South East,E12000008,58.2
2012-07-01,Yorkshire and The Humber,E12000003,63.7
2012-07-01,West Midlands Region,E12000005,58.7
2012-07-01,East Midlands,E12000004,56.8
2012-07-01,East of England,E12000006,56.3
2012-07-01,North East,E12000001,72.7
2012-07-01,North West,E12000002,60
2012-07-01,South West,E12000009,59.5
2012-07-01,London,E12000007,56.7
2012-07-01,England and Wales,K04000001,58.5
2012-07-01,Great Britain,K03000001,59.1
2012-07-01,United Kingdom,K02000001,59.2
2012-08-01,England,E92000001,58.3
2012-08-01,Wales,W92000004,59.2
2012-08-01,Scotland,S92000003,67.7
2012-08-01,South East,E12000008,58.4
2012-08-01,London,E12000007,57.2
2012-08-01,Yorkshire and The Humber,E12000003,63.7
2012-08-01,West Midlands Region,E12000005,58.5
2012-08-01,East Midlands,E12000004,56.1
2012-08-01,East of England,E12000006,56.2
2012-08-01,South West,E12000009,59
2012-08-01,North West,E12000002,60
2012-08-01,North East,E12000001,73.4
2012-08-01,England and Wales,K04000001,58.4
2012-08-01,Great Britain,K03000001,59.1
2012-08-01,United Kingdom,K02000001,59.1
2012-09-01,England,E92000001,58.4
2012-09-01,Wales,W92000004,58.7
2012-09-01,Scotland,S92000003,67.7
2012-09-01,West Midlands Region,E12000005,58.6
2012-09-01,East of England,E12000006,56.2
2012-09-01,East Midlands,E12000004,56.4
2012-09-01,Yorkshire and The Humber,E12000003,63.6
2012-09-01,London,E12000007,57
2012-09-01,North East,E12000001,73.2
2012-09-01,North West,E12000002,60.1
2012-09-01,South West,E12000009,58.9
2012-09-01,South East,E12000008,58.5
2012-09-01,England and Wales,K04000001,58.4
2012-09-01,Great Britain,K03000001,59.1
2012-09-01,United Kingdom,K02000001,59.2
2012-10-01,Scotland,S92000003,67.6
2012-10-01,England,E92000001,58.5
2012-10-01,Wales,W92000004,59.1
2012-10-01,North West,E12000002,59.3
2012-10-01,South West,E12000009,59.3
2012-10-01,South East,E12000008,58.3
2012-10-01,East Midlands,E12000004,56.6
2012-10-01,West Midlands Region,E12000005,58.3
2012-10-01,Yorkshire and The Humber,E12000003,63.5
2012-10-01,East of England,E12000006,56.5
2012-10-01,London,E12000007,58.1
2012-10-01,North East,E12000001,73.3
2012-10-01,England and Wales,K04000001,58.6
2012-10-01,Great Britain,K03000001,59.3
2012-10-01,United Kingdom,K02000001,59.2
2012-11-01,England,E92000001,58.7
2012-11-01,Wales,W92000004,59.3
2012-11-01,Scotland,S92000003,67
2012-11-01,East of England,E12000006,56.5
2012-11-01,North East,E12000001,73.1
2012-11-01,Yorkshire and The Humber,E12000003,63.9
2012-11-01,West Midlands Region,E12000005,58.9
2012-11-01,East Midlands,E12000004,56.8
2012-11-01,South West,E12000009,59.6
2012-11-01,South East,E12000008,58.3
2012-11-01,North West,E12000002,60.6
2012-11-01,London,E12000007,58.4
2012-11-01,England and Wales,K04000001,58.8
2012-11-01,Great Britain,K03000001,59.4
2012-11-01,United Kingdom,K02000001,59.4
2012-12-01,Wales,W92000004,59.3
2012-12-01,England,E92000001,58.8
2012-12-01,Scotland,S92000003,67.4
2012-12-01,London,E12000007,59
2012-12-01,South West,E12000009,58.8
2012-12-01,North West,E12000002,59.9
2012-12-01,Yorkshire and The Humber,E12000003,63.5
2012-12-01,West Midlands Region,E12000005,59
2012-12-01,South East,E12000008,58.7
2012-12-01,North East,E12000001,72.4
2012-12-01,East Midlands,E12000004,56.6
2012-12-01,East of England,E12000006,56.5
2012-12-01,England and Wales,K04000001,58.8
2012-12-01,Great Britain,K03000001,59.5
2012-12-01,United Kingdom,K02000001,59.4
2013-01-01,Wales,W92000004,59.7
2013-01-01,England,E92000001,58.6
2013-01-01,Scotland,S92000003,67.7
2013-01-01,West Midlands Region,E12000005,58.6
2013-01-01,South East,E12000008,58.6
2013-01-01,North West,E12000002,59.1
2013-01-01,South West,E12000009,59.4
2013-01-01,East of England,E12000006,56.6
2013-01-01,East Midlands,E12000004,56.8
2013-01-01,North East,E12000001,72.8
2013-01-01,London,E12000007,58.6
2013-01-01,Yorkshire and The Humber,E12000003,62.8
2013-01-01,England and Wales,K04000001,58.7
2013-01-01,Great Britain,K03000001,59.5
2013-01-01,United Kingdom,K02000001,59.5
2013-02-01,Scotland,S92000003,67.9
2013-02-01,Wales,W92000004,59.2
2013-02-01,England,E92000001,58.9
2013-02-01,South West,E12000009,59.5
2013-02-01,North East,E12000001,71.8
2013-02-01,South East,E12000008,58.7
2013-02-01,North West,E12000002,60
2013-02-01,East of England,E12000006,56.4
2013-02-01,Yorkshire and The Humber,E12000003,63.6
2013-02-01,West Midlands Region,E12000005,59.1
2013-02-01,London,E12000007,59.6
2013-02-01,East Midlands,E12000004,56.8
2013-02-01,England and Wales,K04000001,59
2013-02-01,Great Britain,K03000001,59.7
2013-02-01,United Kingdom,K02000001,59.7
2013-03-01,England,E92000001,59.4
2013-03-01,Scotland,S92000003,67.9
2013-03-01,Wales,W92000004,59.6
2013-03-01,South East,E12000008,59.2
2013-03-01,East Midlands,E12000004,57.1
2013-03-01,East of England,E12000006,57.8
2013-03-01,Yorkshire and The Humber,E12000003,63.6
2013-03-01,West Midlands Region,E12000005,59.4
2013-03-01,North East,E12000001,73.1
2013-03-01,North West,E12000002,60.7
2013-03-01,London,E12000007,59.7
2013-03-01,South West,E12000009,59.9
2013-03-01,England and Wales,K04000001,59.5
2013-03-01,Great Britain,K03000001,60
2013-03-01,United Kingdom,K02000001,60
2013-04-01,Scotland,S92000003,67.8
2013-04-01,England,E92000001,59.3
2013-04-01,Wales,W92000004,59.3
2013-04-01,East of England,E12000006,57.3
2013-04-01,South East,E12000008,59.4
2013-04-01,East Midlands,E12000004,57.2
2013-04-01,North West,E12000002,60
2013-04-01,Yorkshire and The Humber,E12000003,63.5
2013-04-01,London,E12000007,60.3
2013-04-01,North East,E12000001,72.3
2013-04-01,West Midlands Region,E12000005,59
2013-04-01,South West,E12000009,60.1
2013-04-01,England and Wales,K04000001,59.3
2013-04-01,Great Britain,K03000001,60
2013-04-01,United Kingdom,K02000001,60
2013-05-01,Wales,W92000004,59.7
2013-05-01,England,E92000001,59.4
2013-05-01,Scotland,S92000003,68
2013-05-01,East of England,E12000006,56.8
2013-05-01,London,E12000007,60.3
2013-05-01,West Midlands Region,E12000005,59.2
2013-05-01,Yorkshire and The Humber,E12000003,63.7
2013-05-01,South West,E12000009,60.2
2013-05-01,South East,E12000008,59.4
2013-05-01,North East,E12000001,72.6
2013-05-01,North West,E12000002,60.1
2013-05-01,East Midlands,E12000004,57.5
2013-05-01,England and Wales,K04000001,59.5
2013-05-01,Great Britain,K03000001,60.2
2013-05-01,United Kingdom,K02000001,60.1
2013-06-01,England,E92000001,59.7
2013-06-01,Wales,W92000004,59.7
2013-06-01,Scotland,S92000003,68.2
2013-06-01,East of England,E12000006,57.6
2013-06-01,Yorkshire and The Humber,E12000003,64
2013-06-01,South East,E12000008,59.8
2013-06-01,London,E12000007,60.8
2013-06-01,South West,E12000009,60
2013-06-01,North East,E12000001,71.5
2013-06-01,North West,E12000002,60.3
2013-06-01,West Midlands Region,E12000005,59.6
2013-06-01,East Midlands,E12000004,57.5
2013-06-01,England and Wales,K04000001,59.8
2013-06-01,Great Britain,K03000001,60.4
2013-06-01,United Kingdom,K02000001,60.4
2013-07-01,Wales,W92000004,59.3
2013-07-01,Scotland,S92000003,68.3
2013-07-01,England,E92000001,59.9
2013-07-01,North East,E12000001,73.4
2013-07-01,South West,E12000009,60.1
2013-07-01,London,E12000007,61.2
2013-07-01,East of England,E12000006,57.8
2013-07-01,East Midlands,E12000004,57.5
2013-07-01,South East,E12000008,60
2013-07-01,Yorkshire and The Humber,E12000003,63.8
2013-07-01,West Midlands Region,E12000005,59.8
2013-07-01,North West,E12000002,60.3
2013-07-01,England and Wales,K04000001,59.9
2013-07-01,Great Britain,K03000001,60.6
2013-07-01,United Kingdom,K02000001,60.6
2013-08-01,Wales,W92000004,60.1
2013-08-01,England,E92000001,60.1
2013-08-01,Scotland,S92000003,69.4
2013-08-01,East Midlands,E12000004,57.8
2013-08-01,East of England,E12000006,58
2013-08-01,South East,E12000008,60.1
2013-08-01,North West,E12000002,60.6
2013-08-01,North East,E12000001,73.7
2013-08-01,London,E12000007,61.9
2013-08-01,Yorkshire and The Humber,E12000003,63.8
2013-08-01,West Midlands Region,E12000005,60.1
2013-08-01,South West,E12000009,60.4
2013-08-01,England and Wales,K04000001,60.2
2013-08-01,Great Britain,K03000001,60.9
2013-08-01,United Kingdom,K02000001,60.9
2013-09-01,Scotland,S92000003,68.8
2013-09-01,England,E92000001,60.5
2013-09-01,Wales,W92000004,59.8
2013-09-01,East Midlands,E12000004,58.2
2013-09-01,East of England,E12000006,58.2
2013-09-01,Yorkshire and The Humber,E12000003,64.9
2013-09-01,West Midlands Region,E12000005,59.6
2013-09-01,London,E12000007,63
2013-09-01,South West,E12000009,60.8
2013-09-01,North East,E12000001,73.8
2013-09-01,North West,E12000002,60.8
2013-09-01,South East,E12000008,60.3
2013-09-01,England and Wales,K04000001,60.5
2013-09-01,Great Britain,K03000001,61.2
2013-09-01,United Kingdom,K02000001,61.2
2013-10-01,England,E92000001,60.8
2013-10-01,Wales,W92000004,59.6
2013-10-01,Scotland,S92000003,69.1
2013-10-01,London,E12000007,63.7
2013-10-01,North West,E12000002,60.3
2013-10-01,North East,E12000001,70.9
2013-10-01,South East,E12000008,60.9
2013-10-01,South West,E12000009,61
2013-10-01,Yorkshire and The Humber,E12000003,64.4
2013-10-01,East Midlands,E12000004,58.6
2013-10-01,East of England,E12000006,58.8
2013-10-01,West Midlands Region,E12000005,60.5
2013-10-01,England and Wales,K04000001,60.8
2013-10-01,Great Britain,K03000001,61.5
2013-10-01,United Kingdom,K02000001,61.4
2013-11-01,Scotland,S92000003,70
2013-11-01,England,E92000001,61.2
2013-11-01,Wales,W92000004,60.1
2013-11-01,East Midlands,E12000004,58.4
2013-11-01,East of England,E12000006,58.7
2013-11-01,London,E12000007,64.9
2013-11-01,Yorkshire and The Humber,E12000003,64.6
2013-11-01,West Midlands Region,E12000005,60.6
2013-11-01,South East,E12000008,61.6
2013-11-01,South West,E12000009,61.5
2013-11-01,North West,E12000002,61.1
2013-11-01,North East,E12000001,72.9
2013-11-01,England and Wales,K04000001,61.3
2013-11-01,Great Britain,K03000001,62
2013-11-01,United Kingdom,K02000001,62
2013-12-01,England,E92000001,62.1
2013-12-01,Wales,W92000004,59.9
2013-12-01,Scotland,S92000003,70.1
2013-12-01,North West,E12000002,61.6
2013-12-01,South East,E12000008,62.1
2013-12-01,South West,E12000009,62
2013-12-01,North East,E12000001,73.3
2013-12-01,London,E12000007,66.2
2013-12-01,East of England,E12000006,60.3
2013-12-01,Yorkshire and The Humber,E12000003,65.3
2013-12-01,West Midlands Region,E12000005,60.8
2013-12-01,East Midlands,E12000004,59.5
2013-12-01,England and Wales,K04000001,62
2013-12-01,Great Britain,K03000001,62.6
2013-12-01,United Kingdom,K02000001,62.6
2014-01-01,Wales,W92000004,61.5
2014-01-01,Scotland,S92000003,70
2014-01-01,England,E92000001,62.3
2014-01-01,West Midlands Region,E12000005,61.5
2014-01-01,East Midlands,E12000004,59.9
2014-01-01,East of England,E12000006,60
2014-01-01,South East,E12000008,62.7
2014-01-01,South West,E12000009,62.1
2014-01-01,Yorkshire and The Humber,E12000003,65.7
2014-01-01,North East,E12000001,73.3
2014-01-01,North West,E12000002,61.5
2014-01-01,London,E12000007,67.1
2014-01-01,England and Wales,K04000001,62.3
2014-01-01,Great Britain,K03000001,63.2
2014-01-01,United Kingdom,K02000001,63.2
2014-02-01,Wales,W92000004,62.2
2014-02-01,England,E92000001,62.9
2014-02-01,Scotland,S92000003,70.3
2014-02-01,West Midlands Region,E12000005,61.5
2014-02-01,East of England,E12000006,60.8
2014-02-01,North East,E12000001,73.6
2014-02-01,North West,E12000002,61.9
2014-02-01,Yorkshire and The Humber,E12000003,66.2
2014-02-01,London,E12000007,68
2014-02-01,South West,E12000009,62.6
2014-02-01,South East,E12000008,63.2
2014-02-01,East Midlands,E12000004,60.5
2014-02-01,England and Wales,K04000001,62.9
2014-02-01,Great Britain,K03000001,63.7
2014-02-01,United Kingdom,K02000001,63.6
2014-03-01,Scotland,S92000003,70.6
2014-03-01,Wales,W92000004,61.7
2014-03-01,England,E92000001,63.3
2014-03-01,South East,E12000008,63.8
2014-03-01,North West,E12000002,62.2
2014-03-01,North East,E12000001,73.5
2014-03-01,London,E12000007,69
2014-03-01,East of England,E12000006,61.2
2014-03-01,East Midlands,E12000004,60.6
2014-03-01,Yorkshire and The Humber,E12000003,65.6
2014-03-01,West Midlands Region,E12000005,62.3
2014-03-01,South West,E12000009,63
2014-03-01,England and Wales,K04000001,63.2
2014-03-01,Great Britain,K03000001,63.8
2014-03-01,United Kingdom,K02000001,63.8
2014-04-01,England,E92000001,64
2014-04-01,Scotland,S92000003,71.3
2014-04-01,Wales,W92000004,61.9
2014-04-01,South East,E12000008,64.4
2014-04-01,East Midlands,E12000004,61
2014-04-01,East of England,E12000006,62
2014-04-01,West Midlands Region,E12000005,62.5
2014-04-01,London,E12000007,70.7
2014-04-01,North West,E12000002,62.7
2014-04-01,North East,E12000001,74.1
2014-04-01,South West,E12000009,63.4
2014-04-01,Yorkshire and The Humber,E12000003,67.1
2014-04-01,England and Wales,K04000001,63.9
2014-04-01,Great Britain,K03000001,64.7
2014-04-01,United Kingdom,K02000001,64.7
2014-05-01,England,E92000001,64.4
2014-05-01,Wales,W92000004,63.1
2014-05-01,Scotland,S92000003,71.7
2014-05-01,East Midlands,E12000004,61.2
2014-05-01,East of England,E12000006,62.7
2014-05-01,North East,E12000001,74.3
2014-05-01,South East,E12000008,65.3
2014-05-01,South West,E12000009,63.7
2014-05-01,Yorkshire and The Humber,E12000003,66.7
2014-05-01,North West,E12000002,62.7
2014-05-01,West Midlands Region,E12000005,62.4
2014-05-01,London,E12000007,71.8
2014-05-01,England and Wales,K04000001,64.4
2014-05-01,Great Britain,K03000001,65.2
2014-05-01,United Kingdom,K02000001,65.1
2014-06-01,England,E92000001,64.8
2014-06-01,Scotland,S92000003,71.7
2014-06-01,Wales,W92000004,62.5
2014-06-01,East Midlands,E12000004,61.6
2014-06-01,East of England,E12000006,63.4
2014-06-01,North East,E12000001,74.9
2014-06-01,North West,E12000002,63.1
2014-06-01,Yorkshire and The Humber,E12000003,66.6
2014-06-01,West Midlands Region,E12000005,62.8
2014-06-01,South West,E12000009,63.7
2014-06-01,London,E12000007,72.7
2014-06-01,South East,E12000008,65.5
2014-06-01,England and Wales,K04000001,64.8
2014-06-01,Great Britain,K03000001,65.5
2014-06-01,United Kingdom,K02000001,65.5
2014-07-01,Scotland,S92000003,72.1
2014-07-01,England,E92000001,65.2
2014-07-01,Wales,W92000004,62.8
2014-07-01,East of England,E12000006,63.8
2014-07-01,South East,E12000008,66.1
2014-07-01,South West,E12000009,64.6
2014-07-01,Yorkshire and The Humber,E12000003,66.9
2014-07-01,West Midlands Region,E12000005,62.8
2014-07-01,London,E12000007,73.7
2014-07-01,North East,E12000001,74.8
2014-07-01,North West,E12000002,63.3
2014-07-01,East Midlands,E12000004,61.7
2014-07-01,England and Wales,K04000001,65.1
2014-07-01,Great Britain,K03000001,65.9
2014-07-01,United Kingdom,K02000001,65.8
2014-08-01,Wales,W92000004,63
2014-08-01,England,E92000001,65.8
2014-08-01,Scotland,S92000003,72.5
2014-08-01,South East,E12000008,66.9
2014-08-01,London,E12000007,74.9
2014-08-01,East Midlands,E12000004,62.2
2014-08-01,East of England,E12000006,64.4
2014-08-01,West Midlands Region,E12000005,63.5
2014-08-01,Yorkshire and The Humber,E12000003,67.5
2014-08-01,North West,E12000002,63.5
2014-08-01,South West,E12000009,65.1
2014-08-01,North East,E12000001,74.3
2014-08-01,England and Wales,K04000001,65.7
2014-08-01,Great Britain,K03000001,66.5
2014-08-01,United Kingdom,K02000001,66.4
2014-09-01,England,E92000001,66.2
2014-09-01,Scotland,S92000003,72.6
2014-09-01,Wales,W92000004,63.7
2014-09-01,Yorkshire and The Humber,E12000003,67.1
2014-09-01,East of England,E12000006,65.2
2014-09-01,West Midlands Region,E12000005,63.6
2014-09-01,North West,E12000002,63.7
2014-09-01,East Midlands,E12000004,62.9
2014-09-01,North East,E12000001,74.4
2014-09-01,London,E12000007,75
2014-09-01,South East,E12000008,67.6
2014-09-01,South West,E12000009,65.6
2014-09-01,England and Wales,K04000001,66.1
2014-09-01,Great Britain,K03000001,66.9
2014-09-01,United Kingdom,K02000001,66.8
2014-10-01,England,E92000001,66.6
2014-10-01,Wales,W92000004,63.6
2014-10-01,Scotland,S92000003,73.3
2014-10-01,South West,E12000009,65.7
2014-10-01,West Midlands Region,E12000005,64
2014-10-01,East Midlands,E12000004,62.6
2014-10-01,East of England,E12000006,65.6
2014-10-01,Yorkshire and The Humber,E12000003,68
2014-10-01,North East,E12000001,74.4
2014-10-01,London,E12000007,75.5
2014-10-01,North West,E12000002,64.1
2014-10-01,South East,E12000008,68.1
2014-10-01,England and Wales,K04000001,66.5
2014-10-01,Great Britain,K03000001,67.2
2014-10-01,United Kingdom,K02000001,67.2
2014-11-01,England,E92000001,66.6
2014-11-01,Wales,W92000004,63.5
2014-11-01,Scotland,S92000003,72.5
2014-11-01,North East,E12000001,74.4
2014-11-01,East Midlands,E12000004,62.7
2014-11-01,East of England,E12000006,65.6
2014-11-01,South West,E12000009,65.5
2014-11-01,South East,E12000008,68.2
2014-11-01,North West,E12000002,64.1
2014-11-01,West Midlands Region,E12000005,63.9
2014-11-01,Yorkshire and The Humber,E12000003,67.8
2014-11-01,London,E12000007,75.6
2014-11-01,England and Wales,K04000001,66.5
2014-11-01,Great Britain,K03000001,67.2
2014-11-01,United Kingdom,K02000001,67.2
2014-12-01,Scotland,S92000003,73.1
2014-12-01,England,E92000001,66.9
2014-12-01,Wales,W92000004,63.8
2014-12-01,East Midlands,E12000004,62.7
2014-12-01,East of England,E12000006,66.1
2014-12-01,North East,E12000001,74.7
2014-12-01,North West,E12000002,64
2014-12-01,London,E12000007,75.8
2014-12-01,South West,E12000009,65.9
2014-12-01,West Midlands Region,E12000005,64.1
2014-12-01,Yorkshire and The Humber,E12000003,68.1
2014-12-01,South East,E12000008,68.6
2014-12-01,England and Wales,K04000001,66.7
2014-12-01,Great Britain,K03000001,67.5
2014-12-01,United Kingdom,K02000001,67.4
2015-01-01,Wales,W92000004,63.6
2015-01-01,England,E92000001,67.1
2015-01-01,Scotland,S92000003,74.3
2015-01-01,South East,E12000008,68.9
2015-01-01,Yorkshire and The Humber,E12000003,67.9
2015-01-01,West Midlands Region,E12000005,64.1
